商家id,名称,头像,电话,地址,行业,店铺状态
113996920,吾安,https://img.yzcdn.cn/upload_files/2022/06/21/FvzMF6OEdBhSeimR6tMn9afdgHQp.png,,河南省郑州市管城回族区吾安烘焙(兴达国贸店),蛋糕烘焙,
