商品id,别名alias,商品链接,商品名称,品类,展示价格,最低价,最高价,商品图,规格信息,SKU明细,热门,推荐,标签,销量,库存,上架状态,详情抓取状态
3911803637,270p6r1g4dz546z,https://shop114189088.youzan.com/v2/goods/270p6r1g4dz546z,【新品】抹茶芭乐提,蛋糕烘焙,138.0,138.0,258.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/04/25/Fh2OUloLjBzm-KBHD-z2eWFuY8dQ.jpg"",""size"":""728*728""},{""url"":""https://img.yzcdn.cn/upload_files/2026/03/25/Flc8uygjDhMGGlECw8TSfMfQgxqW.jpg"",""size"":""683*683""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":138.0},{""name"":""5寸"",""price"":188.0},{""name"":""6寸"",""price"":258.0}]}]","[{""sku_id"":25811597575,""price"":138.0,""尺寸"":""4寸""},{""sku_id"":25811597576,""price"":188.0,""尺寸"":""5寸""},{""sku_id"":25811597577,""price"":258.0,""尺寸"":""6寸""}]",True,False,"[""本店销量榜第8""]",119,34,1,ok
4078941629,276u1jasbq57c6y,https://shop114189088.youzan.com/v2/goods/276u1jasbq57c6y,杨梅季 杨梅冷萃酸奶蛋糕,蛋糕烘焙,138.0,138.0,258.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/05/14/FsFgmX_fEGyVJ4sa-tQM0vjKKhFb.jpg"",""size"":""777*776""},{""url"":""https://img.yzcdn.cn/upload_files/2025/05/14/Ft7Mkjzc8Z-NMkKgWy7MdEUZiDib.jpg"",""size"":""826*827""},{""url"":""https://img.yzcdn.cn/upload_files/2025/05/14/Fl8ote-rkw4KRS-7whi-y7jEDUKt.jpg"",""size"":""737*737""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":138.0},{""name"":""5寸"",""price"":188.0},{""name"":""6寸"",""price"":258.0}]},{""name"":""生日帽"",""options"":[{""name"":""金色纸质皇冠生日帽（1个）""},{""name"":""不需要生日帽""}]},{""name"":""蜡烛选择"",""options"":[{""name"":""加长金色蜡烛1根""},{""name"":""银色弯曲蜡烛1根""},{""name"":""不需要蜡烛""}]}]","[{""sku_id"":14864034447,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14864034448,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14864034449,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14864034450,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14864034451,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14864034452,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14864034453,""price"":188.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14864034454,""price"":188.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14864034455,""price"":188.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14864034456,""price"":188.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14864034457,""price"":188.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14864034458,""price"":188.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14864034459,""price"":258.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14864034460,""price"":258.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14864034461,""price"":258.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14864034462,""price"":258.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14864034463,""price"":258.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14864034464,""price"":258.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""}]",True,False,"[""本店销量榜第6""]",178,17999972,1,ok
4664215975,1yd11wfp1pk3s79,https://shop114189088.youzan.com/v2/goods/1yd11wfp1pk3s79,【新品】玄米凤梨米布丁,甜品,158.0,158.0,268.0,"[{""url"":""https://img01.yzcdn.cn/upload_files/2026/07/01/Ft2thDCiXtRw_qUHqnZy5pp0RztA.jpg"",""size"":""866*866""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/09/FiZhUYGfWFl6tlcp4HNHStbDLCRK.jpg"",""size"":""828*828""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":158.0},{""name"":""5寸"",""price"":198.0},{""name"":""6寸"",""price"":268.0}]}]","[{""sku_id"":14984010912,""price"":158.0,""尺寸"":""4寸""},{""sku_id"":14984010913,""price"":198.0,""尺寸"":""5寸""},{""sku_id"":14984010914,""price"":268.0,""尺寸"":""6寸""}]",True,False,"[""本店人气榜第3""]",27,2999992,1,ok
4432780168,3ezjd7dhzk0qww1,https://shop114189088.youzan.com/v2/goods/3ezjd7dhzk0qww1,五十铃抹茶杨梅,蛋糕烘焙,158.0,158.0,268.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/05/14/FoBeyYB6In_zsAVAbtzlb9CFgPtZ.jpg"",""size"":""822*1096""},{""url"":""https://img.yzcdn.cn/upload_files/2025/05/14/Fl0aR7bAnDEzP8eovN6LlDSQvct3.jpg"",""size"":""828*1104""},{""url"":""https://img.yzcdn.cn/upload_files/2025/05/14/FssIFbbnceCusS6qHO5jpWgthww5.jpg"",""size"":""828*1104""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":158.0},{""name"":""5寸"",""price"":198.0},{""name"":""6寸"",""price"":268.0}]},{""name"":""生日帽"",""options"":[{""name"":""金色纸质皇冠生日帽（1个）""},{""name"":""不需要生日帽""}]},{""name"":""蜡烛选择"",""options"":[{""name"":""加长金色蜡烛1根""},{""name"":""银色弯曲蜡烛1根""},{""name"":""不需要蜡烛""}]}]","[{""sku_id"":25873579806,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873579807,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873579808,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873579809,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873579810,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873579811,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873579812,""price"":198.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873579813,""price"":198.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873579814,""price"":198.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873579815,""price"":198.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873579816,""price"":198.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873579817,""price"":198.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873579818,""price"":268.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873579819,""price"":268.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873579820,""price"":268.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873579821,""price"":268.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873579822,""price"":268.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873579823,""price"":268.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""}]",True,False,"[""本店人气榜第4""]",90,518,1,ok
4030326194,3nvs0a4qp5nhkqt,https://shop114189088.youzan.com/v2/goods/3nvs0a4qp5nhkqt,冷萃酸奶系列 树莓果果冷萃,蛋糕烘焙,128.0,138.0,398.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/04/15/FvXEz_YIADezvuY2w77ssdfaBVPC.jpg"",""size"":""821*821""},{""url"":""https://img.yzcdn.cn/upload_files/2025/04/15/FjumPKMRlXTe0qwuPmCelQfJpT-z.jpg"",""size"":""709*709""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":138.0},{""name"":""5寸"",""price"":208.0},{""name"":""6寸"",""price"":278.0},{""name"":""8寸（需提前1天下午4点前预定）"",""price"":398.0}]},{""name"":""生日帽"",""options"":[{""name"":""金色纸质皇冠生日帽（1个）""},{""name"":""不需要生日帽""}]},{""name"":""蜡烛选择"",""options"":[{""name"":""加长金色蜡烛1根""},{""name"":""银色弯曲蜡烛1根""},{""name"":""不需要蜡烛""}]}]","[{""sku_id"":14853115629,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285839,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285849,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873285851,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285841,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285842,""price"":138.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14853115630,""price"":208.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285852,""price"":208.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285848,""price"":208.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873285847,""price"":208.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285853,""price"":208.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285838,""price"":208.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14853115631,""price"":278.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285836,""price"":278.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285846,""price"":278.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873285843,""price"":278.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285840,""price"":278.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285850,""price"":278.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14853115632,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285844,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285835,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25873285837,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":25873285845,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":25873285854,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""}]",True,False,"[""本店人气榜第5"",""限时价""]",146,23999973,1,ok
4371040836,2ojckj3j3ix7c5x,https://shop114189088.youzan.com/v2/goods/2ojckj3j3ix7c5x,【新品】树莓可可芝士挞,甜品,168.0,168.0,238.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/FlRL0AlFHk5i5LVPRqRDgWEFY3x-.jpg"",""size"":""826*1102""},{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/FuP08eqapn1Nn4EhgebpVN1EKooj.jpg"",""size"":""832*1110""},{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/FmI7QBneA-Z26-SspSylQWIbxZgT.jpg"",""size"":""826*1102""},{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/Fm5c-x4F3iHKbYMvPK2pcJhrA1Jd.jpg"",""size"":""828*1104""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":168.0},{""name"":""5寸"",""price"":238.0}]}]","[{""sku_id"":14925426806,""price"":168.0,""尺寸"":""4寸""},{""sku_id"":14929449547,""price"":238.0,""尺寸"":""5寸""}]",True,False,"[""本店销量榜第7""]",166,1999993,1,ok
2202187314,3etcs1b7j3ws814,https://shop114189088.youzan.com/v2/goods/3etcs1b7j3ws814,【热销】覆盆子玫瑰荔枝,蛋糕烘焙,128.0,138.0,398.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/03/06/FodgJNDHxIAYbNnXQBoAhnP4kXv_.jpg"",""size"":""794*794""},{""url"":""https://img.yzcdn.cn/upload_files/2026/05/22/Fo2zzhtZB-GJJ3HmtAHBQom92QJ2.jpg"",""size"":""729*730""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":138.0},{""name"":""5寸"",""price"":208.0},{""name"":""6寸"",""price"":288.0},{""name"":""8寸（需提前1天下午4点前预定）"",""price"":398.0}]}]","[{""sku_id"":15736793637,""price"":138.0,""尺寸"":""4寸""},{""sku_id"":15736793638,""price"":208.0,""尺寸"":""5寸""},{""sku_id"":15736793639,""price"":288.0,""尺寸"":""6寸""},{""sku_id"":14931503345,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）""}]",False,False,"[""限时价""]",708,39,1,ok
4030326279,1y8471ebvil9kd9,https://shop114189088.youzan.com/v2/goods/1y8471ebvil9kd9,冷萃酸奶系列 百香芒芒冷萃,蛋糕烘焙,128.0,138.0,398.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/04/15/FvrJiK9NXi7c3UJ_klEyfaORWYiL.jpg"",""size"":""715*714""},{""url"":""https://img.yzcdn.cn/upload_files/2025/04/15/FtUF0i8RVbWrk50Ja0YkFbhOPttT.jpg"",""size"":""709*709""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":138.0},{""name"":""5寸"",""price"":208.0},{""name"":""6寸"",""price"":278.0},{""name"":""8寸（需提前1天下午4点前预定）"",""price"":398.0}]}]","[{""sku_id"":14853113651,""price"":138.0,""尺寸"":""4寸""},{""sku_id"":14853113652,""price"":208.0,""尺寸"":""5寸""},{""sku_id"":14853113653,""price"":278.0,""尺寸"":""6寸""},{""sku_id"":14853113654,""price"":398.0,""尺寸"":""8寸（需提前1天下午4点前预定）""}]",True,False,"[""本店人气榜第8"",""限时价""]",150,3999994,1,ok
5098291599,2fn43vsm2t7zcrd,https://shop114189088.youzan.com/v2/goods/2fn43vsm2t7zcrd,【新品】布丁巧克力芝士挞,甜品,188.0,188.0,258.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/04/25/FplHoyXgLH2YWJuC4wWqFEIi9c_w.jpg"",""size"":""708*708""},{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/FjpqdRWWXOrVAreiXCzuZjoiLQtr.jpg"",""size"":""828*1104""},{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/Fg7w3rsw5qYc47375yH46Xn_CknZ.jpg"",""size"":""828*1104""},{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/FprkbXwCNXJul2OQ7cuptbHCFibJ.jpg"",""size"":""826*1102""},{""url"":""https://img.yzcdn.cn/upload_files/2025/10/22/FoxgbbnLOM-w-fAmmqtgZyfpH5M0.jpg"",""size"":""826*1102""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":188.0},{""name"":""5寸"",""price"":258.0}]}]","[{""sku_id"":25998482747,""price"":188.0,""尺寸"":""4寸""},{""sku_id"":14929509103,""price"":258.0,""尺寸"":""5寸""}]",True,False,"[""本店人气榜第7""]",71,1999996,1,ok
5683975652,3es5tlq3mik14a0,https://shop114189088.youzan.com/v2/goods/3es5tlq3mik14a0,【新品】杨枝甘露,蛋糕烘焙,138.0,138.0,258.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/04/07/Ft5zYzLkUzwuNxlf5yHPb7K2sn1W.jpg"",""size"":""724*724""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/02/Fpg3gZ2YAwsZUd9bNpfc2RWeQj7G.jpg"",""size"":""828*829""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/07/Fk0t9-f9goJ_1Q_-_8bekwc1kpCW.jpg"",""size"":""711*711""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/02/FiHl_f7N4_xgJ2IFYqyPbj6epnl0.jpg"",""size"":""749*749""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/02/Ft3Qytf-yMkg_OH-qnubWDtfGTL-.jpg"",""size"":""828*828""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/09/Foo8x4OiK5il9YCPScohmL-3Famm.jpg"",""size"":""828*829""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":138.0},{""name"":""5寸"",""price"":188.0},{""name"":""6寸"",""price"":258.0}]}]","[{""sku_id"":26115593748,""price"":138.0,""尺寸"":""4寸""},{""sku_id"":26115593749,""price"":188.0,""尺寸"":""5寸""},{""sku_id"":26115593750,""price"":258.0,""尺寸"":""6寸""}]",False,False,[],30,2999993,1,ok
3621740606,2os0jg92tzb14dd,https://shop114189088.youzan.com/v2/goods/2os0jg92tzb14dd,6英寸抹茶生巧米布丁挞（甜品挞 个头很矮介意慎拍）,甜品,208.0,208.0,208.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/04/30/Fnojeih1BoQTgoRHr-z8Ma32O5nK.jpg"",""size"":""826*827""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/30/FqHYjG0sl-NQaTKGqfJkPHE2M2rv.jpg"",""size"":""828*828""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/30/FjRX2daiD73gZZmVa6BDg8DgtrxV.jpg"",""size"":""787*787""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/30/FttIovYrYdyuWxfrQisO5KouyjgY.jpg"",""size"":""787*788""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/30/Fl1PYpgFX2gS2WoGKX0ObNwMXkPT.jpg"",""size"":""826*827""},{""url"":""https://img.yzcdn.cn/upload_files/2026/04/30/FsLFmI3kIVrLbcOHHZybx-tshgjM.jpg"",""size"":""830*831""}]","[{""name"":""尺寸"",""options"":[{""name"":""6寸"",""price"":208.0}]}]","[{""sku_id"":25733278714,""price"":208.0,""尺寸"":""6寸""}]",True,False,"[""本店人气榜第9""]",90,999998,1,ok
4427395046,2xlshjsvpsgl4wu,https://shop114189088.youzan.com/v2/goods/2xlshjsvpsgl4wu,五十铃抹茶柚子,蛋糕烘焙,158.0,158.0,398.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/05/12/Ft_NDriiFOnPqy3fPdSmu8nyMy52.jpg"",""size"":""774*774""},{""url"":""https://img.yzcdn.cn/upload_files/2025/05/12/FqRqNg6dUMGVljvp14UzvGgsrWUj.jpg"",""size"":""826*827""},{""url"":""https://img.yzcdn.cn/upload_files/2025/05/12/FrZScz804VmTN8WFbd0ets2cczOX.jpg"",""size"":""826*827""},{""url"":""https://img.yzcdn.cn/upload_files/2025/05/12/FqS187D8kcr_d-J9VjRGphX0rl2M.jpg"",""size"":""828*828""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":158.0},{""name"":""5寸"",""price"":228.0},{""name"":""6寸"",""price"":298.0},{""name"":""8寸（需提前1天预定）"",""price"":398.0}]},{""name"":""生日帽"",""options"":[{""name"":""金色纸质皇冠生日帽（1个）""},{""name"":""不需要生日帽""}]},{""name"":""蜡烛选择"",""options"":[{""name"":""加长金色蜡烛1根""},{""name"":""银色弯曲蜡烛1根""},{""name"":""不需要蜡烛""}]}]","[{""sku_id"":25872177797,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863639304,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863639310,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14863630391,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863630396,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863630398,""price"":158.0,""尺寸"":""4寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25872177798,""price"":228.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863639306,""price"":228.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863630392,""price"":228.0,""尺寸"":""5寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14863639307,""price"":228.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863639302,""price"":228.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863639303,""price"":228.0,""尺寸"":""5寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25872177799,""price"":298.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863630393,""price"":298.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863639309,""price"":298.0,""尺寸"":""6寸"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14863639305,""price"":298.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863630394,""price"":298.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863639300,""price"":298.0,""尺寸"":""6寸"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":25872183900,""price"":398.0,""尺寸"":""8寸（需提前1天预定）"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863630397,""price"":398.0,""尺寸"":""8寸（需提前1天预定）"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863630395,""price"":398.0,""尺寸"":""8寸（需提前1天预定）"",""生日帽"":""金色纸质皇冠生日帽（1个）"",""蜡烛选择"":""不需要蜡烛""},{""sku_id"":14863630399,""price"":398.0,""尺寸"":""8寸（需提前1天预定）"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""加长金色蜡烛1根""},{""sku_id"":14863639308,""price"":398.0,""尺寸"":""8寸（需提前1天预定）"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""银色弯曲蜡烛1根""},{""sku_id"":14863639301,""price"":398.0,""尺寸"":""8寸（需提前1天预定）"",""生日帽"":""不需要生日帽"",""蜡烛选择"":""不需要蜡烛""}]",False,False,[],70,1183,1,ok
