商品id,别名alias,商品链接,商品名称,品类,展示价格,最低价,最高价,商品图,规格信息,SKU明细,热门,推荐,标签,销量,库存,上架状态,详情抓取状态
3846509179,3eulasbeqpny0ik,https://shop114189088.youzan.com/v2/goods/3eulasbeqpny0ik,山川湖泊（微加高）（配件需提前制作，下单前请咨询）,配件,328.0,328.0,398.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/02/06/FnaqILjF-2A0qNUbH1FRLaUOJlFP.jpg"",""size"":""828*828""}]","[{""name"":""尺寸"",""options"":[{""name"":""5寸"",""price"":328.0},{""name"":""6寸"",""price"":398.0}]},{""name"":""夹心口味选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""name"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果）""}]}]","[{""sku_id"":14824618193,""price"":328.0,""尺寸"":""5寸"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14824618194,""price"":328.0,""尺寸"":""5寸"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14824618195,""price"":328.0,""尺寸"":""5寸"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":14993131928,""price"":328.0,""尺寸"":""5寸"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果）""},{""sku_id"":14824618199,""price"":398.0,""尺寸"":""6寸"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14824625800,""price"":398.0,""尺寸"":""6寸"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14824625801,""price"":398.0,""尺寸"":""6寸"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":14993131927,""price"":398.0,""尺寸"":""6寸"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果）""}]",False,False,[],1,59,3,ok
5816786983,3f39m18dhuqrc97,https://shop114189088.youzan.com/v2/goods/3f39m18dhuqrc97,星星人许个愿吧,蛋糕烘焙,268.0,268.0,338.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/05/12/FrthWPF2xWqCiYFONXCvLnoVFMNm.jpg"",""size"":""826*1104""},{""url"":""https://img.yzcdn.cn/upload_files/2026/05/12/FvPXKpaxLU-2wSGopmOJCwV_CHUq.jpg"",""size"":""826*1104""}]","[{""name"":""尺寸"",""options"":[{""name"":""5寸"",""price"":268.0},{""name"":""6寸"",""price"":338.0}]},{""name"":""夹心选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""name"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]}]","[{""sku_id"":26148080588,""price"":268.0,""尺寸"":""5寸"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148080589,""price"":268.0,""尺寸"":""5寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148080590,""price"":268.0,""尺寸"":""5寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":26148080592,""price"":268.0,""尺寸"":""5寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""},{""sku_id"":26148080593,""price"":338.0,""尺寸"":""6寸"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148080594,""price"":338.0,""尺寸"":""6寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148080595,""price"":338.0,""尺寸"":""6寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":26148080597,""price"":338.0,""尺寸"":""6寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]",False,False,[],0,160,1,ok
2213536198,2735cnpu56wnccp,https://shop114189088.youzan.com/v2/goods/2735cnpu56wnccp,可爱粉色小猪猪（装饰需提前制作 下单前请咨询）,蛋糕烘焙,158.0,158.0,308.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2022/11/08/Fu7_nbGSod4R5IlzkwEno-vi_taf.jpg"",""size"":""1280*1280""}]","[{""name"":""尺寸"",""options"":[{""name"":""4寸"",""price"":158.0},{""name"":""5寸"",""price"":238.0},{""name"":""6寸"",""price"":308.0}]},{""name"":""夹心选择"",""options"":[{""name"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""name"":""原味奶油加水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]}]","[{""sku_id"":25500686886,""price"":158.0,""尺寸"":""4寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":25784591162,""price"":158.0,""尺寸"":""4寸"",""夹心选择"":""原味奶油加水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25784591156,""price"":158.0,""尺寸"":""4寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14993209461,""price"":158.0,""尺寸"":""4寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""},{""sku_id"":25500686890,""price"":238.0,""尺寸"":""5寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":25784591158,""price"":238.0,""尺寸"":""5寸"",""夹心选择"":""原味奶油加水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25784591157,""price"":238.0,""尺寸"":""5寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14993209459,""price"":238.0,""尺寸"":""5寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""},{""sku_id"":25500686891,""price"":308.0,""尺寸"":""6寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":25784591163,""price"":308.0,""尺寸"":""6寸"",""夹心选择"":""原味奶油加水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25784591159,""price"":308.0,""尺寸"":""6寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14993209460,""price"":308.0,""尺寸"":""6寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]",False,False,[],41,885,3,ok
5816689438,2ogvw1ba8iql4x8,https://shop114189088.youzan.com/v2/goods/2ogvw1ba8iql4x8,立体美乐蒂,蛋糕烘焙,298.0,298.0,368.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/05/12/FtkgrBEPVdRHuu1hLbouDOVWBeb0.jpg"",""size"":""826*1102""},{""url"":""https://img.yzcdn.cn/upload_files/2026/05/12/FqpOLP8I5jd3_1U44P39dJ-0QIAY.jpg"",""size"":""826*1102""}]","[{""name"":""尺寸"",""options"":[{""name"":""5寸"",""price"":298.0},{""name"":""6寸"",""price"":368.0}]},{""name"":""夹心口味选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""name"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""}]}]","[{""sku_id"":26147997064,""price"":298.0,""尺寸"":""5寸"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148075343,""price"":298.0,""尺寸"":""5寸"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148075344,""price"":298.0,""尺寸"":""5寸"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":26148075350,""price"":298.0,""尺寸"":""5寸"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""},{""sku_id"":26147997065,""price"":368.0,""尺寸"":""6寸"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148075347,""price"":368.0,""尺寸"":""6寸"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":26148075346,""price"":368.0,""尺寸"":""6寸"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":26148075349,""price"":368.0,""尺寸"":""6寸"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""}]",False,False,[],0,160,1,ok
4715932471,2ofn0o2fx9vygzc,https://shop114189088.youzan.com/v2/goods/2ofn0o2fx9vygzc,小小挖掘机（年龄需备注）,蛋糕烘焙,248.0,248.0,408.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/05/12/FhWBRZq6sh4eIXrDCFOowpDbl1I5.jpg"",""size"":""830*1106""}]","[{""name"":""尺寸"",""options"":[{""name"":""5寸"",""price"":248.0},{""name"":""6寸"",""price"":318.0},{""name"":""8寸（需提前1天下午4点前预定）"",""price"":408.0}]},{""name"":""夹心选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""name"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]}]","[{""sku_id"":14997000234,""price"":248.0,""尺寸"":""5寸"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997000235,""price"":248.0,""尺寸"":""5寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997000236,""price"":248.0,""尺寸"":""5寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":14997000238,""price"":248.0,""尺寸"":""5寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""},{""sku_id"":14997000239,""price"":318.0,""尺寸"":""6寸"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997000240,""price"":318.0,""尺寸"":""6寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997000241,""price"":318.0,""尺寸"":""6寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":14997000243,""price"":318.0,""尺寸"":""6寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""},{""sku_id"":14997000244,""price"":408.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997000245,""price"":408.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997000246,""price"":408.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":14997000248,""price"":408.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]",False,False,[],0,240,1,ok
3846822612,2fwxned8e3k7cbm,https://shop114189088.youzan.com/v2/goods/2fwxned8e3k7cbm,立体刮刀花紫蝴蝶,蛋糕烘焙,388.0,388.0,498.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/02/06/FvaztOY1sFDlT9z4gR3bhkTWUJuh.jpg"",""size"":""826*826""},{""url"":""https://img.yzcdn.cn/upload_files/2025/02/06/FkOqUUAJLdNcPxk864qGJqt4REkH.jpg"",""size"":""826*827""}]","[{""name"":""夹心口味选择"",""options"":[{""name"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""name"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果）""}]},{""name"":""尺寸"",""options"":[{""name"":""8寸"",""price"":498.0},{""name"":""6寸"",""price"":388.0}]}]","[{""sku_id"":25784796712,""price"":498.0,""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心"",""尺寸"":""8寸""},{""sku_id"":25784796713,""price"":388.0,""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心"",""尺寸"":""6寸""},{""sku_id"":26140187488,""price"":498.0,""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果）"",""尺寸"":""8寸""},{""sku_id"":26140187489,""price"":388.0,""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果）"",""尺寸"":""6寸""}]",False,False,[],6,20,1,ok
3845330464,2ogvjhqp6asc8u5,https://shop114189088.youzan.com/v2/goods/2ogvjhqp6asc8u5,8寸修形小动物公交车（需提前2天预定，下单前请先咨询),蛋糕烘焙,458.0,458.0,458.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2025/02/04/Fhc4EvfIYvFLhCKW5-bTl9rh9wb7.jpg"",""size"":""826*827""}]","[{""name"":""尺寸"",""options"":[{""name"":""8寸"",""price"":458.0}]},{""name"":""夹心选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）"",""price"":458.0},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）"",""price"":458.0},{""name"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）"",""price"":458.0},{""name"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆"",""price"":458.0}]}]","[{""sku_id"":14824342026,""price"":458.0,""尺寸"":""8寸"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14824342027,""price"":458.0,""尺寸"":""8寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14824342029,""price"":458.0,""尺寸"":""8寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":15000030236,""price"":458.0,""尺寸"":""8寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]",False,False,[],5,26,3,ok
2882544311,3nx0vaaikmjegu2,https://shop114189088.youzan.com/v2/goods/3nx0vaaikmjegu2,超级马里奥（装饰需提前准备，下单前请咨询）,蛋糕烘焙,258.0,258.0,328.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2024/03/01/FlQd620sdbyMoxFTK9RDX7k4ECNm.jpg"",""size"":""688*688""}]","[{""name"":""尺寸"",""options"":[{""name"":""5寸"",""price"":258.0},{""name"":""6寸"",""price"":328.0}]},{""name"":""夹心口味选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""name"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""}]}]","[{""sku_id"":14674501461,""price"":258.0,""尺寸"":""5寸"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787591497,""price"":258.0,""尺寸"":""5寸"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787591499,""price"":258.0,""尺寸"":""5寸"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":26140285293,""price"":258.0,""尺寸"":""5寸"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""},{""sku_id"":14674501466,""price"":328.0,""尺寸"":""6寸"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787597100,""price"":328.0,""尺寸"":""6寸"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787591494,""price"":328.0,""尺寸"":""6寸"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":26140285292,""price"":328.0,""尺寸"":""6寸"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""}]",False,False,[],6,5999992,3,ok
4716113101,2fs2cs2njwvp4fg,https://shop114189088.youzan.com/v2/goods/2fs2cs2njwvp4fg,摩天轮奥特曼,蛋糕烘焙,288.0,288.0,458.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2026/05/12/Fu-9m3mWMbvvoraS9N_O0wGgdyZS.jpg"",""size"":""826*1102""}]","[{""name"":""尺寸"",""options"":[{""name"":""5寸"",""price"":288.0},{""name"":""6寸"",""price"":358.0},{""name"":""8寸（需提前1天下午4点前预定）"",""price"":458.0}]},{""name"":""夹心选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""name"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]}]","[{""sku_id"":14997007782,""price"":288.0,""尺寸"":""5寸"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997007783,""price"":288.0,""尺寸"":""5寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997007784,""price"":288.0,""尺寸"":""5寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":14997007786,""price"":288.0,""尺寸"":""5寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""},{""sku_id"":14997007787,""price"":358.0,""尺寸"":""6寸"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997007788,""price"":358.0,""尺寸"":""6寸"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997007789,""price"":358.0,""尺寸"":""6寸"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":14997007791,""price"":358.0,""尺寸"":""6寸"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""},{""sku_id"":14997007792,""price"":458.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997007793,""price"":458.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":14997007794,""price"":458.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""海盐奥利奥（巧克力戚风+海盐奥利奥奶油+奥利奥碎、巧克力脆脆、巧克力脆珠夹心）""},{""sku_id"":14997007796,""price"":458.0,""尺寸"":""8寸（需提前1天下午4点前预定）"",""夹心选择"":""伯牙绝弦（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层巧克力碧根果和巧克力脆脆""}]",False,False,[],1,239,1,ok
3564447000,2x9hqtyatx41416,https://shop114189088.youzan.com/v2/goods/2x9hqtyatx41416,jelly汉堡造型小饼干慕斯,甜品,168.0,168.0,168.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2024/11/11/FpLSDdNf2ZzWhFco7ItQPmXwNezH.jpg"",""size"":""732*733""}]","[{""name"":""口味选择"",""options"":[{""name"":""巧克力树莓口味"",""price"":168.0},{""name"":""开心果树莓口味"",""price"":168.0}]}]","[{""sku_id"":14793835113,""price"":168.0,""口味选择"":""巧克力树莓口味""},{""sku_id"":14793835114,""price"":168.0,""口味选择"":""开心果树莓口味""}]",False,False,[],32,20,1,ok
3335609068,26y96xm4piyegwi,https://shop114189088.youzan.com/v2/goods/26y96xm4piyegwi,复古油画风蝴蝶（加高）,蛋糕烘焙,368.0,368.0,438.0,"[{""url"":""https://img.yzcdn.cn/upload_files/2024/09/24/Fqkd5x2fABqfDykK4rZ1SiZ9Zw-6.jpg"",""size"":""828*829""},{""url"":""https://img.yzcdn.cn/upload_files/2024/09/24/FtItZqAQh4JHuYK__JS_kzJKJnFs.jpg"",""size"":""828*829""}]","[{""name"":""尺寸"",""options"":[{""name"":""5寸加高"",""price"":368.0},{""name"":""6寸加高"",""price"":438.0}]},{""name"":""夹心口味选择"",""options"":[{""name"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""name"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""name"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""}]}]","[{""sku_id"":25675091614,""price"":368.0,""尺寸"":""5寸加高"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787584588,""price"":368.0,""尺寸"":""5寸加高"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787584590,""price"":368.0,""尺寸"":""5寸加高"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":26140282197,""price"":368.0,""尺寸"":""5寸加高"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""},{""sku_id"":25675091615,""price"":438.0,""尺寸"":""6寸加高"",""夹心口味选择"":""原味奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787584587,""price"":438.0,""尺寸"":""6寸加高"",""夹心口味选择"":""巧克力奶油加新鲜水果（默认芒果如有过敏请咨询客服）""},{""sku_id"":25787584589,""price"":438.0,""尺寸"":""6寸加高"",""夹心口味选择"":""海盐奥利奥（巧克力戚风+奥利奥奶油+一层奥利奥碎和脆珠+一层巧克力脆脆和脆珠夹心""},{""sku_id"":26140282198,""price"":438.0,""尺寸"":""6寸加高"",""夹心口味选择"":""伯牙绝弦夹心（红茶戚风+伯牙绝弦奶油+一层抹茶茉莉慕斯+一层黑巧碧根果和巧克力脆""}]",False,False,[],5,27,3,ok
